单号,货品编码,货品名称,仓库名称,出入库时间,单据类型,库存类型,出入数量,结存数量,ERP订单号,外部流水号
LBX0325661728965978,XY521073901132,Graceland Fruit 蓝莓果干 141.7克,菜鸟上海保税1号仓,2018-04-26 09:26:52,交易出库,可销售库存,-2,61,153127614089501169,153127614089501169
LBX0325661729493240,XY521073901132,Graceland Fruit 蓝莓果干 141.7克,菜鸟上海保税1号仓,2018-04-26 09:26:07,交易出库,可销售库存,-2,63,153194785491034094,153194785491034094
LBX0325661729500099,XY521073901132,Graceland Fruit 蓝莓果干 141.7克,菜鸟上海保税1号仓,2018-04-26 09:25:56,交易出库,可销售库存,-2,65,153196073526034094,153196073526034094
LBX0325661729333374,XY521073901132,Graceland Fruit 蓝莓果干 141.7克,菜鸟上海保税1号仓,2018-04-26 09:25:56,交易出库,可销售库存,-2,67,138557889600559654,138557889600559654
LBX0325661728886910,XY521073901132,Graceland Fruit 蓝莓果干 141.7克,菜鸟上海保税1号仓,2018-04-26 09:24:37,交易出库,可销售库存,-2,69,153156368190656396,153156368190656396
LBX0325661729556832,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-26 08:39:57,交易出库,可销售库存,-1,1238,153220967693375589,153220967693375589
LBX0325661729556832,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-26 08:39:57,交易出库,可销售库存,-1,1625,153220967693375589,153220967693375589
LBX0325661729556832,XY521068155265,Graceland Fruit 整粒蔓越莓果干 1000克,菜鸟上海保税1号仓,2018-04-26 08:39:57,交易出库,可销售库存,-1,42,153220967693375589,153220967693375589
LBX0325661728931496,XY521073901132,Graceland Fruit 蓝莓果干 141.7克,菜鸟上海保税1号仓,2018-04-26 08:24:41,交易出库,可销售库存,-2,71,138534202010755054,138534202010755054
LBX0325661728931496,XY521078390258,Graceland Fruit 整粒蔓越莓果干 226.8克,菜鸟上海保税1号仓,2018-04-26 08:24:41,交易出库,可销售库存,-2,29,138534202010755054,138534202010755054
LBX0325661728929921,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-26 08:15:45,交易出库,可销售库存,-1,1626,153160120899222369,153160120899222369
LBX0325661728929921,XY521073901132,Graceland Fruit 蓝莓果干 141.7克,菜鸟上海保税1号仓,2018-04-26 08:15:45,交易出库,可销售库存,-2,73,153160120899222369,153160120899222369
LBX0325661728929921,XY521078064529,Graceland Fruit 酸樱桃果干 141.7克,菜鸟上海保税1号仓,2018-04-26 08:15:45,交易出库,可销售库存,-2,400,153160120899222369,153160120899222369
LBX0325661728825392,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-26 08:15:33,交易出库,可销售库存,-1,1627,151919682564303914,151919682564303914
LBX0325661728825392,XY521074249153,Graceland Fruit 酸樱桃果干 1000克,菜鸟上海保税1号仓,2018-04-26 08:15:33,交易出库,可销售库存,-1,107,151919682564303914,151919682564303914
LBX0325661728825392,XY521078064529,Graceland Fruit 酸樱桃果干 141.7克,菜鸟上海保税1号仓,2018-04-26 08:15:33,交易出库,可销售库存,-2,402,151919682564303914,151919682564303914
LBX0325661728888820,XY521073901132,Graceland Fruit 蓝莓果干 141.7克,菜鸟上海保税1号仓,2018-04-26 08:14:49,交易出库,可销售库存,-2,75,138493517546755054,138493517546755054
LBX0325661728888820,XY521078390258,Graceland Fruit 整粒蔓越莓果干 226.8克,菜鸟上海保税1号仓,2018-04-26 08:14:49,交易出库,可销售库存,-2,31,138493517546755054,138493517546755054
LBX0325661729045568,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-26 08:13:18,交易出库,可销售库存,-1,1239,138555678329081949,138555678329081949
LBX0325661729045568,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-26 08:13:18,交易出库,可销售库存,-1,1628,138555678329081949,138555678329081949
LBX0325661728998448,XY521073901132,Graceland Fruit 蓝莓果干 141.7克,菜鸟上海保税1号仓,2018-04-26 08:12:56,交易出库,可销售库存,-4,77,153116861221306579,153116861221306579
LBX0325661728998448,XY521078064529,Graceland Fruit 酸樱桃果干 141.7克,菜鸟上海保税1号仓,2018-04-26 08:12:56,交易出库,可销售库存,-4,404,153116861221306579,153116861221306579
LBX0325661729589546,X708390000326,美国果瑞氏无糖蔓越莓果干113.4克,菜鸟上海保税1号仓,2018-04-26 08:12:44,交易出库,可销售库存,-1,262,153210297680040299,153210297680040299
LBX0325661729589546,XY521078064529,Graceland Fruit 酸樱桃果干 141.7克,菜鸟上海保税1号仓,2018-04-26 08:12:44,交易出库,可销售库存,-2,408,153210297680040299,153210297680040299
LBX0325661729589546,XY521078390258,Graceland Fruit 整粒蔓越莓果干 226.8克,菜鸟上海保税1号仓,2018-04-26 08:12:44,交易出库,可销售库存,-2,33,153210297680040299,153210297680040299
LBX0325661729641313,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-26 08:11:59,交易出库,可销售库存,-1,1240,153232838125480988,153232838125480988
LBX0325661729641313,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-26 08:11:59,交易出库,可销售库存,-1,1629,153232838125480988,153232838125480988
LBX0325661729601064,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-26 08:11:59,交易出库,可销售库存,-1,1241,151838284869159421,151838284869159421
LBX0325661729601064,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-26 08:11:59,交易出库,可销售库存,-1,1630,151838284869159421,151838284869159421
LBX0325661729158768,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-26 08:11:14,交易出库,可销售库存,-1,1242,151950650983753525,151950650983753525
LBX0325661729158768,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-26 08:11:14,交易出库,可销售库存,-1,1631,151950650983753525,151950650983753525
LBX0325661729722064,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-26 08:11:14,交易出库,可销售库存,-1,1243,153240427685447864,153240427685447864
LBX0325661729722064,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-26 08:11:14,交易出库,可销售库存,-1,1632,153240427685447864,153240427685447864
LBX0325661728982134,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-26 08:10:40,交易出库,可销售库存,-1,1244,138506397824032527,138506397824032527
LBX0325661728982134,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-26 08:10:40,交易出库,可销售库存,-1,1633,138506397824032527,138506397824032527
LBX0325661729316617,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-26 08:10:40,交易出库,可销售库存,-1,1245,153184090739530988,153184090739530988
LBX0325661729316617,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-26 08:10:40,交易出库,可销售库存,-1,1634,153184090739530988,153184090739530988
LBX0325661729431400,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-26 08:10:18,交易出库,可销售库存,-1,1246,151821960043173024,151821960043173024
LBX0325661729431400,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-26 08:10:18,交易出库,可销售库存,-1,1635,151821960043173024,151821960043173024
LBX0325661728602914,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-25 17:51:15,交易出库,可销售库存,-2,1247,153071895713019469,153071895713019469
LBX0325661728672196,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-25 17:50:53,交易出库,可销售库存,-1,1249,151712789360455403,151712789360455403
LBX0325661728672196,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-25 17:50:53,交易出库,可销售库存,-1,1636,151712789360455403,151712789360455403
LBX0325661728660415,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-25 17:49:57,交易出库,可销售库存,-2,1250,138486210586428719,138486210586428719
LBX0325661728701705,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-25 17:48:03,交易出库,可销售库存,-1,1252,138549351444094716,138549351444094716
LBX0325661728701705,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-25 17:48:03,交易出库,可销售库存,-1,1637,138549351444094716,138549351444094716
LBX0325661728457029,XY521078064529,Graceland Fruit 酸樱桃果干 141.7克,菜鸟上海保税1号仓,2018-04-25 17:43:43,交易出库,可销售库存,-10,410,138503599329786717,138503599329786717
LBX0325661728580584,XY521074725008,Graceland Fruit 蔓越莓切片果干 1000克,菜鸟上海保税1号仓,2018-04-25 17:13:48,交易出库,可销售库存,-1,172,152050751684128802,152050751684128802
LBX0325661728445044,XY521078390258,Graceland Fruit 整粒蔓越莓果干 226.8克,菜鸟上海保税1号仓,2018-04-25 17:12:05,交易出库,可销售库存,-4,35,138411645353118845,138411645353118845
LBX0325661728579771,XY521068155265,Graceland Fruit 整粒蔓越莓果干 1000克,菜鸟上海保税1号仓,2018-04-25 17:11:42,交易出库,可销售库存,-1,43,138439365391299726,138439365391299726
LBX0325661728509010,X708390000326,美国果瑞氏无糖蔓越莓果干113.4克,菜鸟上海保税1号仓,2018-04-25 17:11:31,交易出库,可销售库存,-2,263,153042605783222369,153042605783222369
LBX0325661728593577,XY521068155265,Graceland Fruit 整粒蔓越莓果干 1000克,菜鸟上海保税1号仓,2018-04-25 17:10:56,交易出库,可销售库存,-1,44,138441913224465831,138441913224465831
LBX0325661728593577,XY521073901132,Graceland Fruit 蓝莓果干 141.7克,菜鸟上海保税1号仓,2018-04-25 17:10:56,交易出库,可销售库存,-1,81,138441913224465831,138441913224465831
LBX0325661728537626,XY521078390258,Graceland Fruit 整粒蔓越莓果干 226.8克,菜鸟上海保税1号仓,2018-04-25 17:10:22,交易出库,可销售库存,-2,39,151902434516887501,151902434516887501
LBX0325661728362619,XY521073901132,Graceland Fruit 蓝莓果干 141.7克,菜鸟上海保税1号仓,2018-04-25 17:10:11,交易出库,可销售库存,-3,82,153038295603229993,153038295603229993
LBX0325661728362619,XY521078390258,Graceland Fruit 整粒蔓越莓果干 226.8克,菜鸟上海保税1号仓,2018-04-25 17:10:11,交易出库,可销售库存,-2,41,153038295603229993,153038295603229993
LBX0325661728445447,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-25 17:09:59,交易出库,可销售库存,-2,1638,138344724026761834,138344724026761834
LBX0325661728369172,XY521078064529,Graceland Fruit 酸樱桃果干 141.7克,菜鸟上海保税1号仓,2018-04-25 17:08:26,交易出库,可销售库存,-4,420,138488255612105122,138488255612105122
LBX0325661728457951,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-25 17:06:44,交易出库,可销售库存,-2,1640,153057642170782284,153057642170782284
LBX0325661728353517,XY521073901132,Graceland Fruit 蓝莓果干 141.7克,菜鸟上海保税1号仓,2018-04-25 16:30:40,交易出库,可销售库存,-2,85,138433402835699130,138433402835699130
LBX0325661728337417,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-25 16:29:32,交易出库,可销售库存,-1,1253,153032807039117980,153032807039117980
LBX0325661728337417,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-25 16:29:32,交易出库,可销售库存,-1,1642,153032807039117980,153032807039117980
LBX0325661728303304,XY521073901132,Graceland Fruit 蓝莓果干 141.7克,菜鸟上海保税1号仓,2018-04-25 16:08:40,交易出库,可销售库存,-2,89,153015473904953386,153015473904953386
LBX0325661728303304,XY521073901132,Graceland Fruit 蓝莓果干 141.7克,菜鸟上海保税1号仓,2018-04-25 16:08:40,交易出库,可销售库存,-2,87,153015473904953386,153015473904953386
LBX0325661728303304,XY521078064529,Graceland Fruit 酸樱桃果干 141.7克,菜鸟上海保税1号仓,2018-04-25 16:08:40,交易出库,可销售库存,-2,424,153015473904953386,153015473904953386
LBX0325661728303304,XY521078390258,Graceland Fruit 整粒蔓越莓果干 226.8克,菜鸟上海保税1号仓,2018-04-25 16:08:40,交易出库,可销售库存,-2,45,153015473904953386,153015473904953386
LBX0325661728303304,XY521078390258,Graceland Fruit 整粒蔓越莓果干 226.8克,菜鸟上海保税1号仓,2018-04-25 16:08:40,交易出库,可销售库存,-2,43,153015473904953386,153015473904953386
LBX0325661728280519,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-25 16:05:18,交易出库,可销售库存,-2,1254,138385661047565943,138385661047565943
LBX0325661728280519,XY521073901132,Graceland Fruit 蓝莓果干 141.7克,菜鸟上海保税1号仓,2018-04-25 16:05:18,交易出库,可销售库存,-2,91,138385661047565943,138385661047565943
LBX0325661728222723,XY521078064529,Graceland Fruit 酸樱桃果干 141.7克,菜鸟上海保税1号仓,2018-04-25 16:03:59,交易出库,可销售库存,-2,426,153017463647911469,153017463647911469
LBX0325661728201947,XY521068155265,Graceland Fruit 整粒蔓越莓果干 1000克,菜鸟上海保税1号仓,2018-04-25 16:02:40,交易出库,可销售库存,-1,45,138465351609839759,138465351609839759
LBX0325661728201947,XY521073901132,Graceland Fruit 蓝莓果干 141.7克,菜鸟上海保税1号仓,2018-04-25 16:02:40,交易出库,可销售库存,-1,93,138465351609839759,138465351609839759
LBX0325661728248932,XY521078390258,Graceland Fruit 整粒蔓越莓果干 226.8克,菜鸟上海保税1号仓,2018-04-25 16:02:40,交易出库,可销售库存,-2,47,138312384320640130,138312384320640130
LBX0325661728243119,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-25 16:01:55,交易出库,可销售库存,-1,1256,138376673187448934,138376673187448934
LBX0325661728243119,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-25 16:01:55,交易出库,可销售库存,-1,1643,138376673187448934,138376673187448934
LBX0325661728243843,XY521078390258,Graceland Fruit 整粒蔓越莓果干 226.8克,菜鸟上海保税1号仓,2018-04-25 16:01:55,交易出库,可销售库存,-2,49,138471343752814154,138471343752814154
LBX0325661728283773,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-25 16:01:32,交易出库,可销售库存,-1,1257,152032719128644606,152032719128644606
LBX0325661727947565,XY521073901132,Graceland Fruit 蓝莓果干 141.7克,菜鸟上海保税1号仓,2018-04-25 15:23:57,交易出库,可销售库存,-6,94,138331677476898453,138331677476898453
LBX0325661728000075,XY521073901132,Graceland Fruit 蓝莓果干 141.7克,菜鸟上海保税1号仓,2018-04-25 15:20:00,交易出库,可销售库存,-6,100,138267388471584535,138267388471584535
LBX0325661728110751,XY521073901132,Graceland Fruit 蓝莓果干 141.7克,菜鸟上海保税1号仓,2018-04-25 15:18:41,交易出库,可销售库存,-2,106,138395602447418824,138395602447418824
LBX0325661728110751,XY521078064529,Graceland Fruit 酸樱桃果干 141.7克,菜鸟上海保税1号仓,2018-04-25 15:18:41,交易出库,可销售库存,-2,428,138395602447418824,138395602447418824
LBX0325661728126131,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-25 15:18:41,交易出库,可销售库存,-1,1260,153044228109367397,153044228109367397
LBX0325661728126131,8802534778019,Graceland Fruit整粒蔓越莓黑巧克力,菜鸟上海保税1号仓,2018-04-25 15:18:41,交易出库,可销售库存,-1,1644,153044228109367397,153044228109367397
LBX0325661728169013,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-25 15:18:41,交易出库,可销售库存,-2,1258,138454319636486123,138454319636486123
LBX0325661728034143,8802534778002,Graceland Fruit蓝莓黑巧克力,菜鸟上海保税1号仓,2018-04-25 15:18:05,交易出库,可销售库存,-2,1261,152977673610034094,152977673610034094
LBX0325661727964022,XY521078390258,Graceland Fruit 整粒蔓越莓果干 226.8克,菜鸟上海保税1号仓,2018-04-25 15:17:31,交易出库,可销售库存,-2,51,138421839730795827,138421839730795827
LBX0325661727934924,XY521078390258,Graceland Fruit 整粒蔓越莓果干 226.8克,菜鸟上海保税1号仓,2018-04-25 15:17:31,交易出库,可销售库存,-2,53,152011383902365915,152011383902365915
LBX0325661728166821,XY521073901132,Graceland Fruit 蓝莓果干 141.7克,菜鸟上海保税1号仓,2018-04-25 15:17:09,交易出库,可销售库存,-2,108,138403918616883649,138403918616883649
